Player,Team,W,L,ERA,APP,GS,CG,SHO,SV,IP,H,R,ER,BB,SO,WP,HP,OBA
Sean McGrath,Delaware State,2,5,6.54,13,12,0,0,0,63.1,73,49,46,44,55,14,12,0.304
Dan Hammer,Pittsburgh,3,8,6.55,17,13,0,0,0,66,85,58,48,37,80,9,7,0.31
Jake Carr,Utah Valley,5,9,6.57,15,15,1,0,0,86.1,108,69,63,24,82,3,12,0.307
Vincent Vitacco,Rider,2,9,6.57,15,14,1,0,0,75.1,88,65,55,47,45,12,15,0.301
Ethan Abrams,Columbia,3,2,6.59,13,7,0,0,1,42.1,54,32,31,12,21,1,2,0.316
Brett Gregory,Chicago State,2,8,6.63,13,12,0,0,0,72,94,62,53,41,47,0,0,0.326
Cam Weinberger,Charleston Southern,4,5,6.64,16,14,0,0,0,61,78,49,45,28,40,0,0,0.321
Jerome Bohannon II,Southern,3,5,6.64,16,12,0,0,0,61,66,52,45,54,38,2,7,0.292
Jack Carberry,Western Illinois,5,4,6.67,16,6,0,0,0,55.1,61,48,41,33,47,7,7,0.286
Karver Pate,Northern Colorado,3,2,6.71,22,5,1,0,0,55,69,49,41,26,50,9,5,0.304
Jeff Gottesman,Bucknell,3,7,6.71,13,11,0,0,0,57.2,74,64,43,45,47,8,13,0.312
Billy DeVito,Hartford,4,3,6.71,14,14,0,0,0,60.1,66,46,45,28,65,4,10,0.277
Will Warren,Southeastern Louisiana,3,7,6.72,16,14,0,0,0,67,74,53,50,25,50,5,8,0.282
Jason Alvarez,Grambling,4,4,6.75,14,13,2,0,0,68,69,61,51,47,69,8,7,0.257
Andrew Hoffmann,Oakland,2,6,6.75,13,12,0,0,0,56,67,46,42,33,46,6,2,0.306
Trey Horton,Georgia State,2,6,6.75,17,11,0,0,0,66.2,72,56,50,40,59,6,11,0.275
Andrew Nardi,Arizona,4,5,6.75,17,14,0,0,0,66.2,73,54,50,40,66,12,12,0.284
David Llorens,SIU Edwardsville,3,6,6.79,13,13,0,0,0,51.2,43,50,39,53,59,0,0,0.237
Will Sprinkle,Appalachian State,2,8,6.85,14,13,0,0,0,68.1,79,58,52,15,43,0,10,0.298
Michael Jacob,Toledo,2,9,6.86,14,14,0,0,0,85.1,112,68,65,35,71,0,0,0.328
Travis Perry,Youngstown State,2,5,6.89,15,9,0,0,0,62.2,78,56,48,36,42,10,0,0.3
Matt Gill,Boston College,3,3,6.9,29,9,0,0,6,60,77,51,46,28,35,5,6,0.314
Kyle Service,Northern Kentucky,2,8,6.9,17,15,0,0,0,73,92,61,56,38,37,8,9,0.306
Troy Newell,Western Kentucky,3,3,6.91,15,13,0,0,0,56,70,56,43,38,60,10,12,0.303
Colin Clark,Youngstown State,1,9,7,14,13,0,0,0,72,106,77,56,28,51,9,4,0.342
Casey Vincent,St. Bonaventure,0,6,7.04,13,7,0,0,0,47.1,59,46,37,26,30,0,0,0.317
Ian Miller,Harvard,3,4,7.05,12,12,0,0,0,52.1,73,51,41,39,40,0,0,0.342
Ryan Huntington,Grambling,5,2,7.1,13,12,0,0,0,58.1,81,57,46,23,43,7,5,0.329
Bret Neilan,Stetson,1,5,7.12,21,7,0,0,2,60.2,71,49,48,26,45,10,6,0.29
Nick Parr,Oakland,3,5,7.15,13,13,0,0,0,68,76,70,54,45,57,6,12,0.284
Tyler Howard,Niagara,3,9,7.15,18,13,4,0,0,84.1,106,77,67,46,65,14,3,0.308
Avery Weems,Arizona,4,5,7.15,27,8,1,0,2,61.2,85,63,49,19,47,6,7,0.316
Grant Young,San Francisco,2,2,7.17,28,7,0,0,1,59,90,54,47,18,36,3,15,0.359
Jordan Geber,Mount St. Mary's,2,2,7.17,12,12,0,0,0,59,77,53,47,30,59,0,0,0.326
Ryan Takacs,Manhattan,1,6,7.24,14,14,0,0,0,59.2,75,55,48,38,40,4,5,0.314
Adam Jewell,VMI,1,10,7.24,17,13,1,0,0,68.1,84,61,55,26,46,7,7,0.311
Jimmy Ramsey,Kentucky,4,6,7.26,18,11,0,0,1,57,76,54,46,21,68,5,4,0.31
Jose Fernandez,Alcorn State,3,5,7.34,11,11,1,0,0,65,85,58,53,39,52,4,6,0.311
Matt Lazzaro,Furman,1,6,7.36,15,12,0,0,0,62.1,73,54,51,20,41,5,2,0.291
Sam Williams,Northern Kentucky,5,8,7.38,15,15,0,0,0,81.2,106,75,67,35,93,5,7,0.313
Justin Meis,Eastern Michigan,3,7,7.45,14,12,0,0,0,58,92,54,48,24,42,4,5,0.351
Gerald Pintarich,Mississippi Valley State,1,8,7.51,14,11,0,0,0,56.1,80,65,47,36,31,8,6,0.338
Jack Simpson,Bucknell,2,6,7.63,16,10,0,0,0,61.1,70,63,52,41,58,14,12,0.294
Fernando Diaz Jr.,Alabama A&M,3,9,7.83,18,13,0,0,1,87.1,142,98,76,36,40,9,8,0.376
Keagan Gillies,Tulane,2,5,7.92,15,14,0,0,0,63.2,86,59,56,29,61,6,3,0.322
Connor Anderson,Northern Colorado,1,9,7.96,14,11,0,0,0,52,73,70,46,22,41,7,7,0.326
Jack Szott,Western Michigan,1,7,8.04,15,14,0,0,0,56,72,52,50,21,50,3,7,0.308
Drew Gillespie,New Mexico,2,7,8.29,15,13,0,0,0,63,96,66,58,18,51,5,6,0.36
Chase Phelps,Purdue Fort Wayne,1,8,8.59,17,12,1,0,1,73.1,107,80,70,46,55,17,5,0.342
Walker Ramsey,Utah Valley,1,6,8.78,15,15,0,0,0,66.2,84,71,65,49,37,8,18,0.318
Carlos Lopez,Alcorn State,2,6,8.91,13,12,1,0,0,64.2,73,77,64,44,64,9,22,0.293
Alexander Carrillo,Texas Southern,2,9,8.95,20,9,1,0,0,54.1,62,65,54,50,36,19,14,0.297
Cameron Boyd,Purdue Fort Wayne,0,12,8.95,14,14,0,0,0,60.1,101,75,60,37,44,11,14,0.375
Jack Grabek,Bucknell,2,5,9,12,11,0,0,0,55,55,60,55,43,68,5,14,0.268
Peyton Burks,Arkansas-Pine Bluff,3,8,9.29,22,10,0,0,0,62,89,72,64,36,43,13,13,0.345
Race Tittle,Arkansas-Pine Bluff,1,5,9.52,14,6,0,0,0,52,75,62,55,33,31,9,18,0.347
Bukhari Brown,Alcorn State,3,7,9.71,11,11,0,0,0,54.2,77,65,59,33,40,5,14,0.33
Noe Guerrero III,Texas Southern,3,9,9.76,15,11,0,0,0,67.1,103,83,73,35,26,8,11,0.361
Shane Odzark,Purdue Fort Wayne,0,9,12.08,14,12,1,0,0,53.2,69,79,72,71,40,10,10,0.325
Jonah Scolaro,,,,4.69,,,,,,,,,,,,,,
Nicholas Avila,,,,3.99,,,,,,,,,,,,,,
