Pitcher,Year,PitcherThrows,Strike_Percent,K_BB,median_Distance,median_ExitSpeed,median_Extension,median_RelSpeed_Fastball,median_RelSpeed_Slider,median_RelSpeed_Curveball,median_RelSpeed_ChangeUp,median_SpinRate_Fastball,median_SpinRate_Slider,median_SpinRate_Curveball,median_SpinRate_ChangeUp,median_SpinAxis_Fastball,median_SpinAxis_Slider,median_SpinAxis_Curveball,median_SpinAxis_ChangeUp,median_PlateLocHeight_Fastball,median_PlateLocHeight_Slider,median_PlateLocHeight_Curveball,median_PlateLocHeight_ChangeUp,median_PlateLocSide_Fastball,median_PlateLocSide_Slider,median_PlateLocSide_Curveball,median_PlateLocSide_ChangeUp,median_VertApprAngle_Fastball,median_VertApprAngle_Slider,median_VertApprAngle_Curveball,median_VertApprAngle_ChangeUp,median_HorzApprAngle_Fastball,median_HorzApprAngle_Slider,median_HorzApprAngle_Curveball,median_HorzApprAngle_ChangeUp,median_Angle_Fastball,median_Angle_Slider,median_Angle_Curveball,median_Angle_ChangeUp,median_InducedVertBreak_Fastball,median_InducedVertBreak_Slider,median_InducedVertBreak_Curveball,median_InducedVertBreak_ChangeUp,median_HorzBreak_Fastball,median_HorzBreak_Slider,median_HorzBreak_Curveball,median_HorzBreak_ChangeUp,ERA
"Jarvis, Bryce",2019,RIGHT,0.5253731343283582,2.272727272727273,219.00322135,86.51218090500001,5.275831306,90.2741671,79.87316796,NA,79.47144359,2030.1825470000001,2429.434626,NA,1949.729033,203.3048833,69.50891133,NA,236.82531335,2.525925359,1.902230064,NA,2.2274331645,0.361810715,-0.145478546,NA,0.7471971455,-5.261693871,-8.983865261,NA,-7.3869265065,-0.487668365,-3.361793168,NA,0.18587497149999999,22.896358775,14.74787619,NA,16.83812235,19.16898091,-4.490517529,NA,9.6456841125,8.520103922,-10.70320987,NA,15.438747815,3.81
"Jeans, Trey",2019,LEFT,0.5175438596491229,7,174.09640285,78.86643645500001,4.6471134974999995,89.42677779,NA,NA,81.54936954,2198.085193,NA,NA,1667.757094,131.1485647,NA,NA,121.8309817,2.367229833,NA,NA,1.757808367,0.087832666,NA,NA,-0.526804906,-6.343301728,NA,NA,-7.686665069,1.923433349,NA,NA,1.324284642,25.531081085,NA,NA,-18.1493054165,12.21809333,NA,NA,7.229925947,-13.86481685,NA,NA,-12.80001855,3.76
"Jennings, Ryan",2022,RIGHT,0.5506329113924051,0.875,38.42459,79.43707,5.433305000000001,93.399265,83.78736,79.572915,NA,2346.470193,2441.089759,2663.070001,NA,224.27049399999999,89.571563,30.033375499999998,NA,2.18771,2.39337,1.48553,NA,0.14468,0.10836,0.020499999999999997,NA,-4.989544,-7.196914,-9.724745,NA,-0.9319355,-2.311431,-2.8261665000000002,NA,8.9914325,-15.230386,-9.732324,NA,14.4692,0.98921,-14.10359,NA,13.860105,-3.31847,-8.751795,NA,3.59
"Jewell, Adam",2019,RIGHT,0.528,1.3333333333333333,118.9056907,76.98705816,5.837164573,88.80127569,NA,NA,81.64446861,2000.777429,NA,NA,1526.592429,220.5062004,NA,NA,246.5181,2.238651717,NA,NA,1.533760704,0.020282199,NA,NA,0.61801864,-5.268351206,NA,NA,-7.288743204,-1.81008952,NA,NA,-1.362958845,14.76875174,NA,NA,3.7289929429999997,14.1181434,NA,NA,5.744451507,12.24682961,NA,NA,12.71688555,7.24
"Johnson, Brandon",2022,RIGHT,0.587037037037037,4,202.30405,79.07592,5.36796,94.65635,79.5268,79.987545,85.47695,2272.3710765,2350.048564,2408.5372845,2167.658568,196.885358,53.343851,53.491017,230.690855,2.36214,1.76101,2.0519600000000002,1.5021,0.22847,-0.39238,-0.595055,0.79854,-5.140543,-9.065621,-8.7457,-6.874152,-0.73595,-2.675307,-2.8688425,0.18355,30.773696,14.196432,23.79907,24.192081,21.62659,-4.26453,-4.026145,15.55532,6.24929,-7.42847,-7.7944700000000005,17.05942,4.32
"Johnson, Colton",2019,LEFT,0.5714285714285714,2.2,169.99126139999998,85.92255674,6.6352951905,88.09068549,76.9602955,NA,NA,2077.2624530000003,2485.949468,NA,NA,152.47782095,285.22492984999997,NA,NA,2.6087214555,1.6318779675,NA,NA,0.280801231,0.247101236,NA,NA,-5.820454911000001,-9.501715794999999,NA,NA,0.7553806064999999,2.719320061,NA,NA,15.94123104,8.615151433,NA,NA,15.89754909,-2.5256054480000003,NA,NA,-7.827064623,8.5016179685,NA,NA,4.61
"Johnson, Dylan",2022,RIGHT,0.5745341614906833,1.5217391304347827,63.438215,81.27634,5.272465,88.40734499999999,79.937915,NA,81.81661,2198.9733294999996,1926.1295055,NA,1630.9153489999999,240.035114,49.636998500000004,NA,60.1500035,1.929405,1.399785,NA,1.9474550000000002,0.36538,-0.45479499999999995,NA,0.41744,-6.1488,-8.883772,NA,-7.8098375,-0.352772,-3.3084645,NA,-1.541712,6.03922,14.566717,NA,9.983527500000001,8.87949,-5.937385,NA,-2.421455,15.51619,-9.219375,NA,-0.80004,4.94
"Johnson, Marcus",2022,RIGHT,0.5010060362173038,3.1904761904761907,112.9221,83.67236,5.643800000000001,92.20816,81.50653,NA,85.20468,2342.902989,2731.921171,NA,1849.393288,203.618638,83.333842,NA,240.338293,2.38102,1.7817,NA,1.69662,0.36787,-0.21453,NA,0.53862,-5.810492,-8.708627,NA,-7.587518,-1.262816,-3.778869,NA,-0.950828,29.35027,13.0394545,NA,1.4852315,19.37867,0.16047,NA,9.49792,8.04182,-9.41449,NA,14.80316,5.61
"Johnson, MD",2019,RIGHT,0.5074626865671642,6,169.06086284999998,84.592259575,7.183072783,90.71650856,81.83707513,NA,NA,2428.8524465,2606.312951,NA,NA,179.766953,108.580849,NA,NA,2.523982271,2.004645085,NA,NA,0.036114243,-0.311228149,NA,NA,-5.593831146,-8.175112947,NA,NA,-1.18375405,-2.67596155,NA,NA,18.42678549,9.134283575,NA,NA,18.17021851,3.923382339,NA,NA,-0.094173908,-11.74013134,NA,NA,2.76
"Johnson, Michael",2019,RIGHT,0.4307692307692308,2.5,187.2801869,97.02122701,6.211709261,87.21955264,77.31255812,NA,NA,2245.852757,2356.1327165000002,NA,NA,211.465235,98.9282223,NA,NA,2.785024743,2.076824238,NA,NA,-0.414311079,-0.376900243,NA,NA,-4.774202439,-7.858530481,NA,NA,-1.58142683,-3.07917336,NA,NA,6.654316129,7.537290069499999,NA,NA,16.45564172,0.798876209,NA,NA,10.07897205,-3.316400261,NA,NA,3.22
"Johnson, Preston",2022,RIGHT,0.5115354017501988,3,170.16225,79.45367,5.88061,91.68155,80.955295,76.06032,83.79018,2252.991391,2265.550976,2249.119418,2102.329091,204.041266,116.1924745,25.701783,232.6453035,2.70133,1.969185,2.07844,2.01648,0.36484,-0.16564,0.05794,0.84469,-5.047241,-7.8795660000000005,-10.10298,-6.892158,-0.390973,-2.862172,-2.124517,0.647403,34.507459999999995,16.312606,-4.3338155,9.715694500000001,21.34844,4.63697,-14.56855,12.80217,9.17319,-6.966265,-7.89138,15.287524999999999,5.47
"Johnson, Trent",2019,RIGHT,0.5060240963855421,12,129.6547663,73.0358903,5.8804086715,86.7316926,78.81051708499999,NA,NA,2143.405722,2540.68341,NA,NA,199.8557137,50.602959639999995,NA,NA,2.6751686064999998,1.5149337125,NA,NA,-0.2355083975,-0.163416385,NA,NA,-5.767843763,-9.869811107,NA,NA,-0.9625361315000001,-2.134590501,NA,NA,20.251517825,38.751010445,NA,NA,15.796977774999998,-6.2482586975,NA,NA,5.7803599724999994,-7.1838913185,NA,NA,2.83
"Johnson, Ty",2022,RIGHT,0.5225806451612903,1.5,176.29835,77.79126,5.60452,91.43801,NA,77.55211,84.41014,2430.972791,NA,2315.809949,2012.475408,218.785349,NA,61.553423,239.187476,2.73713,NA,2.51957,1.87066,-0.31265,NA,-0.38067,0.48847,-5.236049,NA,-8.860504,-7.118356,-0.872044,NA,-2.577308,0.577154,39.1673665,NA,31.447705,-5.027168,16.08048,NA,-4.3589,11.80871,12.25918,NA,-10.43182,17.31698,5.47
"Johnston, Reid",2019,RIGHT,0.5023696682464455,1.9,162.65317785000002,85.478210015,6.735834887,89.5750263,78.58700346,NA,82.510850285,2126.029945,2127.562064,NA,1620.470278,216.67282484999998,107.1068,NA,241.6583421,2.569377178,2.002958046,NA,2.324255929,0.089991024,-0.281760373,NA,0.49912424200000005,-5.3222334805,-8.266150861,NA,-6.5160918585,-0.876975395,-3.048230328,NA,-0.214707306,13.100017095,22.558383135,NA,6.4179152275,13.70970098,2.299742861,NA,7.783744641,10.953683815,-7.073345552,NA,14.502537910000001,3.71
"Jones, Kyle",2022,RIGHT,0.4411764705882353,10,66.05595,77.05584,6.378045,91.186575,NA,82.80964,NA,2289.7547885,NA,1902.0681585000002,NA,184.86321600000002,NA,25.297043000000002,NA,2.7341550000000003,NA,1.92049,NA,-0.249685,NA,0.274735,NA,-5.3428725,NA,-9.5068725,NA,-1.3268805000000001,NA,-1.291852,NA,17.852655,NA,-3.019034,NA,17.936664999999998,NA,-10.68408,NA,1.48429,NA,-5.058995,NA,4.24
"Josey, Jacob",2022,RIGHT,0.47058823529411764,8,95.05032,90.90702,5.45687,89.06101,77.94728,NA,82.48751999999999,2255.849772,2779.243915,NA,1816.5634909999999,236.356781,87.3993,NA,282.1634095,1.77492,1.81165,NA,1.529595,-0.47417,-0.31569,NA,-0.06514500000000001,-6.276398,-7.953827,NA,-8.097282,-1.344537,-4.169583,NA,-0.86764,-5.0534985,17.014151000000002,NA,19.134534,10.3102,0.65303,NA,-1.5155349999999999,14.99816,-17.20367,NA,15.425365,5.85
"Josten, Timothy",2019,LEFT,0.5352112676056338,1.3636363636363635,177.4650272,82.43246123,7.009382581,87.69479585,75.86999399,76.80632399000001,78.720056895,1994.459406,2479.148376,2572.7831465,1652.8683545,148.5633241,262.7041982,271.12848729999996,141.31989245,2.105281347,1.776690829,1.724660864,1.2905888125,-0.013652666,0.170240333,0.117733971,-0.258855426,-5.493052672,-8.858643903,-8.904700291000001,-7.379423299,2.039851019,4.373402624,4.7251842685,1.474935944,17.39989901,26.80957085,17.72442445,18.358146015000003,16.80424321,1.787318684,-0.310249981,16.26286395,-10.31135839,9.934841048,14.760381585000001,-13.155084195,4.14
"Judkins, Grant",2019,RIGHT,0.5440528634361234,3,174.4929231,84.05958021000001,5.979146274,89.18321077,81.88967300499999,75.37190047,79.15943616000001,2236.7058685,2271.62152,2218.6507764999997,1895.1924025,209.79783550000002,175.76895745000002,66.488536695,225.06422759999998,2.5418875654999997,2.0574851245000003,1.7378579484999999,1.7815802325,0.302011602,-0.54824311,-0.2381851605,0.541107982,-5.9638770975,-8.2015989775,-10.307730585,-7.797380029499999,-0.8763221845,-3.2207079995,-3.0263211795,-0.4611160235,21.399369635,20.56152852,9.54809282,9.651874187,18.15729547,4.6350688525,-2.511339572,14.125945049999999,10.478366574999999,-0.32466195,-4.613136704,14.380055655,2.72
"Juenger, Hayden",2019,RIGHT,0.5384615384615384,1.75,182.76382335,81.30874839500001,5.891027509,91.06599402,78.62954299,NA,NA,2303.90252,2236.373113,NA,NA,220.9072892,143.4981771,NA,NA,2.939618297,2.177217438,NA,NA,-0.136110497,-0.648730636,NA,NA,-4.360338594,-7.304544568,NA,NA,-0.912749992,-2.9771146,NA,NA,24.56256252,20.009203325,NA,NA,15.76207652,4.528093812,NA,NA,13.71812442,-3.590079119,NA,NA,4.58
"Juline, Tucker",2022,RIGHT,0.5023255813953489,1,182.68733,87.3727,5.9929950000000005,80.11391,72.90375,68.53716,74.12863,1998.64518,2082.4172935,2027.131281,1745.246324,213.5549,126.5755185,67.783541,243.979148,2.269595,2.4238850000000003,2.47884,1.3767,-0.102205,-0.863695,-0.25283,-0.05681,-6.083277,-8.1681905,-9.116598,-8.285228,-0.8141835,-3.553832,-2.466015,-0.298854,14.7274915,31.48479,37.36289,23.652808,17.32619,8.179355000000001,-1.91347,9.9354,10.545065000000001,-8.02855,-9.10571,17.258,7.49
"Junker, Cameron",2019,RIGHT,0.5397489539748954,2.3636363636363638,188.92507104999999,81.021389915,6.7226088715,91.7908017,78.687997225,NA,NA,2269.844796,2477.522917,NA,NA,198.4341016,101.8103456,NA,NA,2.79914454,2.017345915,NA,NA,0.245528035,-0.0380567295,NA,NA,-5.083811858,-8.371708145500001,NA,NA,-1.422157046,-3.4472360405,NA,NA,18.96125963,21.84616031,NA,NA,16.34087073,2.3432652535000003,NA,NA,5.53196307,-10.995623095,NA,NA,4.19
"Kaltreider, Tyler",2022,RIGHT,0.528957528957529,1.8,167.68446,80.49431,5.98975,86.704335,77.04536,NA,82.766895,1931.9649085,1996.794181,NA,1747.414499,205.187895,71.123367,NA,206.8375135,2.4664099999999998,1.90893,NA,2.1479,-0.094445,-1.12423,NA,0.45203000000000004,-6.003792,-9.110715,NA,-7.183535,-0.9987315000000001,-3.347168,NA,-0.6036695000000001,26.205497,22.751391,NA,13.710856500000002,17.57403,-0.25524,NA,15.698830000000001,7.5939,-5.60796,NA,7.991935,6.3
"Kaminska, Jace",2022,RIGHT,0.5188067444876784,2.764705882352941,129.23792,79.16092499999999,6.04716,89.713345,NA,76.31063,83.53862000000001,2155.3225625,NA,2403.363002,1571.8420780000001,179.42615999999998,NA,45.407695,218.399694,2.39013,NA,1.50789,2.091955,-0.246035,NA,-0.15514,0.8633649999999999,-5.525462,NA,-9.91835,-6.719498,-0.7870325,NA,-1.750773,0.637192,26.971407,NA,15.667491,21.098032,18.864005,NA,-7.39079,12.886345,-0.176435,NA,-9.58249,9.201619999999998,5.49
"Karslo, Gabe",2022,RIGHT,0.5158371040723982,1.6666666666666667,159.45275,82.5523,5.86418,85.4507,77.45182,74.57203,81.17945,2099.240531,2374.7341825000003,2350.154904,1499.624205,215.652841,80.305312,53.080814,251.619841,2.49734,1.77359,1.99735,2.10974,-0.02235,-0.659295,-0.1252,0.51143,-5.5182,-8.531386999999999,-9.51374,-6.851428,-1.841844,-4.2966774999999995,-4.155591,-0.708744,17.77562,22.434746,19.757239,20.144134,13.33221,-0.135595,-10.07036,5.84012,9.04485,-10.607075,-15.14749,15.00615,6.62
"Kates, Jake",2022,RIGHT,0.4166666666666667,2.5,104.75645,80.29478499999999,5.026585,87.24695,NA,77.12543500000001,79.64206999999999,2223.314997,NA,2443.8634055000002,1672.6743465,209.702816,NA,45.1292485,233.98350749999997,2.48847,NA,1.65332,1.549155,0.42388,NA,-0.37543499999999996,0.46009500000000003,-6.228736,NA,-10.4493085,-8.042049,-1.084212,NA,-3.6804005,-1.001913,21.5496035,NA,8.043662,-11.779821,14.37221,NA,-13.3418,8.089925000000001,8.44808,NA,-14.316755,8.60144,5.56
"Kauffmann, Karl",2019,RIGHT,0.5531496062992126,2.3636363636363638,54.46202463,80.60142604500001,6.20456789,90.06580060499999,82.55270699,NA,84.54401399,2073.9735295,2218.1788625,NA,1530.300062,238.24157795,84.30728681,NA,255.3663198,1.969315329,1.323948179,NA,1.131796357,0.39775563,-0.122978071,NA,-0.028623854,-6.334608955,-8.678285873,NA,-8.312261322,0.865963593,-1.585540745,NA,-0.205543725,2.570377483,-1.479819825,NA,12.69225008,9.092638539,-0.436412969,NA,2.341879449,14.360117105,-2.724650392,NA,12.02797175,3.03
"Keane, Sebastian",2022,RIGHT,0.568,1.5,179.17665,87.17228,5.05671,91.18447,80.40538,NA,NA,2134.232486,2410.687881,NA,NA,215.948984,96.367338,NA,NA,2.23098,2.0972,NA,NA,0.08694,0.02321,NA,NA,-5.290895,-7.410274,NA,NA,-2.03769,-3.833555,NA,NA,25.246014000000002,21.162042,NA,NA,15.83312,1.98146,NA,NA,10.13115,-6.8493,NA,NA,5.99
"Keathley, Beau",2022,RIGHT,0.5537848605577689,3.238095238095238,88.82041,81.57584,5.42161,86.42484,78.49505,80.05411,79.94305,1991.955787,2684.265034,2823.676802,1452.553105,280.791177,93.598752,69.751967,269.723527,2.49706,1.96137,1.8481,1.608225,0.53684,-0.265,0.07654,0.28612,-4.53486,-5.640695,-8.037191,-7.5082835,-0.810435,-4.254639,-3.700106,-0.6626704999999999,9.882448,28.760876,21.291429,9.8457305,-2.3974,1.94929,-4.38276,1.5509249999999999,19.08635,-10.13926,-11.12032,15.45916,4.87
"Keenan, Zach",2019,RIGHT,0.5306122448979592,1.75,59.22217838,75.43345489,6.4793987745,86.89824744,80.49061598,NA,NA,2207.578304,2307.590519,NA,NA,213.4783675,127.05976419999999,NA,NA,2.800606102,1.9635905865,NA,NA,0.225420525,-0.1637308915,NA,NA,-5.805179105,-7.835299108,NA,NA,-1.71666524,-3.4501535945,NA,NA,14.062622005,22.10190261,NA,NA,11.85199693,4.027872452,NA,NA,7.305294159,-6.253426306,NA,NA,4.48
"Keenan, Zach",2022,RIGHT,0.5207373271889401,1.4,79.35816,81.10361499999999,5.85726,88.58693,78.66220000000001,NA,83.80972,2092.866024,2230.467267,NA,1627.004027,224.167521,92.69452949999999,NA,241.78152,2.14,1.857035,NA,2.39319,0.32542,-0.37873,NA,0.62386,-6.878386,-8.700707000000001,NA,-7.154146,-1.139557,-3.8821065,NA,-0.484837,6.890638,14.914075,NA,14.434163,12.15764,2.2177350000000002,NA,9.7415,10.40237,-12.31408,NA,15.37119,5.61
"Keener, Seth",2022,RIGHT,0.5131964809384164,3,104.794385,84.35077,6.68548,91.85504499999999,81.136,81.54668,84.60260500000001,2365.2253735,2426.091634,2425.84808,1710.558341,203.91071349999999,61.719539,54.911728,246.43542200000002,2.582355,2.04329,1.70375,1.88951,-0.11829999999999999,-0.72285,-0.51906,0.466545,-5.115367,-8.565317,-8.607681,-6.8008285,-1.657191,-3.785949,-3.53249,-0.6744585000000001,22.941018,12.972807,21.089717,-3.3208560000000005,14.940024999999999,-5.30717,-6.45477,7.67717,6.052305,-12.33851,-11.34434,11.86046,5.87
"Kelley, Jackson",2022,RIGHT,0.5368421052631579,5.166666666666667,121.94357,82.19342,5.04348,85.22163,72.20709,74.53466,NA,2172.2417655,2854.262548,2933.3193140000003,NA,294.348345,110.556028,63.51536,NA,2.4321900000000003,2.47481,2.312,NA,0.27615500000000004,-0.34156,0.52068,NA,-5.791323,-5.760247,-9.4464845,NA,-2.5820545,-6.3073125,-4.956374500000001,NA,2.661727,28.859402000000003,18.201159,NA,-7.56235,10.150895,-8.189689999999999,NA,18.014265,-19.093555000000002,-19.741235,NA,1.35
"Kelly, Justin",2021,RIGHT,0.4444444444444444,4,190.19984235,82.07086448,5.598288049,90.77906597500001,80.34861888,NA,NA,2118.532624,1980.376338,NA,NA,217.501896,67.52337154,NA,NA,2.2420656159999997,1.961064954,NA,NA,0.080466886,-0.257621849,NA,NA,-5.5880438005,-9.003854126,NA,NA,0.1254859625,-2.113966277,NA,NA,21.88449705,12.34525899,NA,NA,17.431918545,-4.571603926,NA,NA,14.06860261,-2.405366697,NA,NA,7.12
"Kent, Zak",2019,RIGHT,0.6122448979591837,2,171.0678843,80.93226279,5.773754124,87.981056475,78.72715529,NA,NA,2490.851618,2352.616967,NA,NA,176.82987459999998,84.44606819,NA,NA,2.5939252760000002,2.081330837,NA,NA,0.204870292,0.108093113,NA,NA,-6.5737707445,-9.433298034,NA,NA,0.13637654300000002,-0.879007878,NA,NA,29.12621401,23.9571620895,NA,NA,16.981758695,-0.868170209,NA,NA,-0.877172355,-7.570074784,NA,NA,4.64
"Kerkering, Orion",2022,RIGHT,0.6282051282051282,2,41.100605,81.70037500000001,5.25623,94.24471,84.75043,NA,NA,2155.351047,2689.25994,NA,NA,222.248368,93.658638,NA,NA,2.18218,1.461515,NA,NA,0.154915,-0.444135,NA,NA,-5.4499735000000005,-7.660617,NA,NA,-0.686013,-3.5814985,NA,NA,11.207077,-6.059597,NA,NA,14.939225,0.93289,NA,NA,12.91351,-6.350355,NA,NA,5.72
"Kerry, Brett",2019,RIGHT,0.5184049079754601,12,214.86840519999998,82.692148815,6.2614927215,89.42108509,79.1187792,78.22195284,81.77808987,2267.517207,2270.054617,2304.515631,2023.4391415,201.5645555,100.885281,48.371539029999994,211.64935435,2.660783703,1.949753466,1.746504487,2.1794636405,0.202601195,-0.835362777,-0.7766738565,0.1867997455,-5.015831905,-8.265780604,-9.480432677,-6.0985561225,-0.998866249,-3.270291278,-2.7553592289999997,-0.8908064665,25.927793389999998,20.79784455,4.362202086,30.820088355,19.09480653,0.815919955,-2.8754178595,16.87035219,7.649368925,-3.59933362,-3.3274740545,10.010634761999999,2.62
"Kersten, Jeff",2019,RIGHT,0.5,2,146.73906319999998,88.39530944,6.391096872,87.75337949499999,78.63214423,NA,NA,2216.0266819999997,2491.275353,NA,NA,210.04017240000002,60.356818974999996,NA,NA,2.8108599965,2.1800795969999998,NA,NA,0.27906072849999997,-0.339058849,NA,NA,-5.2002879665,-8.3019478365,NA,NA,-1.090301414,-3.1585028635,NA,NA,32.176185974999996,5.322212436,NA,NA,18.06740884,-2.5789757675000002,NA,NA,10.48756485,-2.835205013,NA,NA,4.78
"King, Charles",2019,RIGHT,0.47058823529411764,2,129.7792286,74.12443963,5.745460175,92.21182099,85.603917405,NA,NA,2172.662113,2140.338819,NA,NA,221.7460113,181.6943817,NA,NA,2.342459142,2.2020430600000003,NA,NA,0.446243888,-0.1539557895,NA,NA,-6.322498473,-7.4002685615,NA,NA,-0.386461483,-2.3201549449999996,NA,NA,15.68266908,-21.44924045,NA,NA,13.67408794,9.431505345,NA,NA,13.40934218,0.243689516,NA,NA,3.36
"King, Joseph",2022,RIGHT,0.47653429602888087,8,166.35128500000002,83.00328999999999,5.94906,91.89815,NA,79.80028,83.46762,2093.9657075,NA,1896.986763,1753.364574,217.6830675,NA,56.823816,258.594027,2.387595,NA,1.79176,1.7722,0.06423,NA,-0.18988,0.25758,-5.797746500000001,NA,-9.05274,-8.097472,-0.161,NA,-1.693457,0.034612,25.023259,NA,9.9428555,5.924579,18.827475,NA,-2.94961,4.54599,13.744695,NA,-0.9685,17.00753,3.72
"King, Nick",2022,RIGHT,0.5116959064327485,2.0833333333333335,133.06026,76.515165,6.25939,87.3035,73.13986,NA,77.72192,2313.640576,2385.99467,NA,1541.7927690000001,208.615352,58.4696685,NA,244.329902,2.57158,2.046255,NA,1.915645,-0.08821,-0.34496000000000004,NA,-0.015549999999999998,-4.85623,-9.1486615,NA,-7.222006,-0.976458,-3.0471445,NA,-0.6151774999999999,27.424425,18.316830500000002,NA,7.517263,18.27757,-4.6915949999999995,NA,8.944415,9.60985,-11.452585,NA,15.073885,3.48
"King, Tanner",2022,RIGHT,0.5229166666666667,4.7,130.60816,78.50659,5.63582,88.815235,76.45909,NA,82.7136,2202.3675825,2569.597476,NA,1850.93877,225.97518150000002,81.167907,NA,259.642429,2.4058349999999997,1.97285,NA,1.61857,0.219895,-0.79434,NA,0.42172,-4.689338,-7.461768,NA,-6.853513,-2.5968025,-6.040587,NA,-2.163215,21.922620000000002,27.075384,NA,11.204899000000001,11.611205,-0.92437,NA,3.64256,11.258785,-15.68997,NA,13.31824,4.35
"Kinzeler, Will",2022,RIGHT,0.553921568627451,4,225.27167500000002,79.12218,6.085875,86.87653,NA,76.42162,73.708675,2097.1967999999997,NA,2186.6337875,1948.64424,213.15269,NA,194.65584,244.84821,2.537525,NA,2.005515,3.002795,-0.09817,NA,0.140485,0.038974999999999996,-5.7386219999999994,NA,-7.7927385000000005,-7.0071625,-1.930886,NA,-2.682156,-1.328903,30.861137499999998,NA,32.638793,38.3597,16.991819999999997,NA,6.3716550000000005,8.023489999999999,10.4916,NA,3.569885,17.813495,3.6
"Kipp, Grant",2022,RIGHT,0.5029761904761905,3,130.707125,88.17886,5.698880000000001,90.017165,80.14778,78.72586999999999,NA,2436.9675850000003,2712.766173,2720.178066,NA,232.48231099999998,70.074964,48.000683,NA,2.597505,1.8125200000000001,1.909855,NA,0.17032999999999998,-0.295505,-0.128475,NA,-6.1398495,-8.805885499999999,-9.8272585,NA,-0.562003,-3.528267,-3.273651,NA,12.43338,12.379393,-11.413977,NA,11.63042,-2.85433,-13.542035,NA,12.97611,-13.402270000000001,-16.907745,NA,6.79
"Kirchoff, Calvin",2022,RIGHT,0.524904214559387,1.0666666666666667,100.16221,84.83066,6.212865,86.71952,71.12078,NA,80.95938000000001,2036.461303,2309.272026,NA,1681.5620565,216.881773,31.656011,NA,238.795325,2.44577,1.92231,NA,2.027135,-0.27452,-0.3788,NA,0.010565,-6.524369,-11.720848,NA,-7.9629484999999995,-1.537205,-3.948165,NA,-1.120146,22.170365,-2.78423,NA,2.546467,17.21851,-19.47722,NA,11.06534,11.83068,-12.54268,NA,15.20243,5.46
"Kirschsieper, Cole",2022,LEFT,0.5720930232558139,2.217391304347826,124.514375,76.77757,5.960915,89.86672999999999,80.94003,NA,81.11143,2080.5594389999997,2080.278468,NA,1667.957806,123.304226,172.597108,NA,97.4538655,2.63253,1.74567,NA,1.927525,0.08673,0.65292,NA,-0.757935,-4.941656500000001,-7.428956,NA,-7.1040885,0.810689,2.923625,NA,0.0058675,23.268316499999997,17.3233815,NA,11.473933,12.75119,7.16622,NA,3.63317,-17.76029,-0.87847,NA,-17.202825,3.4
"Kisting, Jacob",2022,RIGHT,0.5495495495495496,3,57.54353,75.49764,6.12826,87.90779,76.81815499999999,NA,NA,2202.418436,2082.6330239999998,NA,NA,221.642697,122.755016,NA,NA,2.76068,1.89053,NA,NA,-0.10851,-0.29657999999999995,NA,NA,-4.769655,-7.949123,NA,NA,-0.268936,-1.9153479999999998,NA,NA,23.563696,13.36966,NA,NA,16.26186,3.532225,NA,NA,12.94422,-2.0623449999999997,NA,NA,4.88
"Kitchen, Austin",2019,LEFT,0.5202312138728323,3.4,164.5136029,86.70444679,5.943629682,89.24299723,81.52706618,74.957202485,80.49929946,2094.412401,2282.56382,2231.6920175,1905.030865,139.4865622,183.5509419,319.8171075,128.09210919999998,2.567955091,2.220259764,2.0430269295,2.3181907175000003,-0.211527757,0.897329435,0.2078665385,-0.3321355115,-5.501162794,-7.265535933,-9.906618475,-7.1563585595,0.202148597,2.891882794,2.5176504140000002,-0.0134237395,18.479803355,40.30677026,16.11716881,-5.8785737285,14.20455561,5.012287492,-10.045083855000001,10.869712329999999,-12.32396065,0.32372038,7.6496163315,-15.07412287,6.5
"Kitchen, Cole",2022,RIGHT,0.5278969957081545,2,128.5846,82.16197,5.770995,91.03523,77.97372,NA,83.61334,2009.942791,2363.445339,NA,1385.211253,202.183283,81.018786,NA,256.243625,2.26846,2.42351,NA,2.54875,0.33252,-0.52379,NA,0.60143,-5.022187,-7.502054,NA,-6.087214,0.297135,-3.095624,NA,1.335214,16.212539,23.181587,NA,11.033327499999999,18.24316,-1.00571,NA,5.72985,7.1117,-16.48761,NA,14.76233,4.36
"Klepchick, Dan",2022,RIGHT,0.49700598802395207,3,116.22281000000001,71.268925,5.90787,84.23825,76.56396000000001,70.920005,79.382975,2070.008553,2186.6848135,2244.1254795,1911.9496155000002,185.19185,86.401806,56.1264735,232.0130775,2.66973,1.8855,1.87988,1.7334,-1.33467,-0.38817999999999997,-1.345065,-1.521565,-5.212569,-8.551622,-10.325633,-7.045566,-0.788259,-2.8707785,-2.844912,1.2958205,40.4226525,14.86346,25.845640500000002,5.41552,18.79119,1.0513599999999999,-5.94955,13.735855,1.61406,-7.041145,-12.245754999999999,14.864574999999999,4.87
"Klingenbeck, Kyle",2022,RIGHT,0.5089820359281437,2,192.52414,77.92519,5.9188,90.48313,79.49797,NA,82.16628,2265.0523955,2827.296761,NA,2099.918456,206.521446,79.113447,NA,241.339543,2.30216,2.03931,NA,2.14577,-0.09683,-0.2587,NA,0.88822,-5.143035,-7.909568,NA,-6.15892,-1.785456,-4.374326,NA,0.0848,34.194814,19.41477,NA,70.578982,18.40847,-1.90917,NA,12.14532,8.5017,-16.54847,NA,20.23615,9.51
