Player,Team,W,L,ERA,APP,GS,CG,SHO,SV,IP,H,R,ER,BB,SO,WP,HP,OBA
Justin Showalter,James Madison,1,2,4.37,6,6,0,0,0,35,29,20,17,10,22,0,2,0.223
Jared Kacso,New Jersey Tech,2,3,6.97,13,12,0,0,0,62,75,50,48,23,22,9,5,0.3
Joe Miller,Pennsylvania,0,3,9,5,4,0,0,0,15,19,16,15,14,21,2,1,0.311
Gerald Pintarich,Purdue Fort Wayne,1,6,9.13,13,9,1,0,0,46.1,74,58,47,22,21,7,5,0.363
Nick Johnson,Mississippi Valley State,0,5,10.26,7,6,1,0,0,40.1,64,52,46,21,21,4,1,0.358
Zach Grace,Iona,0,1,3.18,3,3,0,0,0,17,15,8,6,8,20,1,0,0.231
Isaiah Valenzuela,Mississippi Valley State,0,4,3.86,6,4,0,0,0,30.1,33,21,13,23,20,1,4,0.264
Ian Concevitch,Saint Peter's,1,3,3.9,5,5,2,1,0,30,33,19,13,10,20,8,6,0.268
Chris Torres,Illinois-Chicago,7,2,3.94,14,5,1,0,0,48,46,26,21,17,19,4,5,0.261
Blake Helmstetter,Iona,1,2,5.06,3,3,0,0,0,16,19,12,9,6,17,0,1,0.288
Reece Early,Navy,1,2,7.88,10,7,0,0,0,32,45,30,28,17,17,6,7,0.336
Brian Zeldin,Pennsylvania,2,0,3.24,4,1,0,0,0,16.2,19,8,6,7,16,2,4,0.288
Drew Helmstetter,Iona,0,1,5.79,3,2,0,0,0,14,15,9,9,5,13,2,0,0.273
Ethan Charles,Mississippi Valley State,0,6,13.85,7,6,1,0,0,26,58,71,40,32,9,11,4,0.426
